NOMBRE	EXPEDIENTE
PROVEEDURIA Y SERVICIOS INDUSTRIALES PROINSERVI S.A.	122426
CONTROLQUITO CIA.LTDA.	306411
INMOBILIARIA BUENA RENTA S.A. IMBURESA	38505
STUP S.A.	110537
COMPAÑIA DE TRANSPORTES PESADOS TRANSRIKET S.A.	166531
PALMERAS DEL PACÍFICO AGROPACIFICPALM CIA.LTDA.	717016
HELSOLTEC CIA.LTDA.	307322
PRODUQUE S.A.	733359
IMPORAGIL S.A.	140355
SEAMAXEC S.A.	711077
MUTRANS MUÑOZ TRANSPORTE CIA. LTDA.	153503
ASHPRODIS CIA.LTDA.	317691
SISTEMAS DE INFORMACION INTELIGENTE INTELECTUS SYSTEM CIA. LTDA.	149386
ANTONOIL SERVICE COMPANY S.A.	172533
CAMPANA Y COMPAÑIA ABOGADOS CAMPANABOGADOS S.A.	310370
CALIFIK S.A.S.	734134
TRANSPORTE COMERCIAL ESCOLAR E INSTITUCIONAL TRANSBARRERA S.A.	171189
COMPAÑIA DE TRANSPORTE DE CARGA PESADA PADRE JOSE GALLARDO S.A.	169207
INNOVAPVC CIA. LTDA.	177394
TRANSPORTE DE CARGA PESADA PUEBLO NUEVO TRANSNEWTOWN S.A.	713552
ESTUDIO DE BELLEZA VARGAS&ALCIVAR S.A.	316346
NARANJO SAAVEDRA MACROPHONE CIA.LTDA.	703206
R VERA COSNTRUCCCIONES E INMOBILIARIA S.A.	314615
NOVATECAGRICULTURE S.A.	702229
COMERCIALIZADORA IMPORT&EXPORT FRUTICOFEE S.A.	719314
TRANSPORTE DE COMBUSTIBLE VERDEZOTO TRANSVERDEZOTO S.A.	145968
ALMACENES GENERALES REPRESENTACIONES Y AGENCIAS AGRA S.A.	14849
SISTEMA INTEGRAL DE PROTECCION ALARMAS EL ORO S.I.P.A.O. CIA. LTDA	39603
EXPOBONANZA S.A.	84425
LEGALCONSUL S.A.	109021
SERATVOIP S.A. SERVICIOS DE ADMINISTRACION DE TECNOLOGIA	157871
GYPEMAD S.A.	171910
HEAVY DIESEL SOLUTIONS HEAVYDIESEL S.A.	314268
PROCEDISAL S.A.	723599
WEIDA S.A.	135378
SEA & FOOD LOVERS SEFEL S.A.	726831
EUROVIAJES & TUR S.A.	50853
TELEONDA MUSICAL FM CIA. LTDA	150442
NEO SOUTH NEOSOUTH S.A.	719018
PRODUCTOS M. CH. PRODUCTOSMCH CIA.LTDA.	312974
CONSCIVPROYECT S.A.	178241
COMPAÑIA DE TRANSPORTE DE CARGA PESADA MAGNO BRITO CIA. LTDA.	95125
JONES LANG LASALLE ECUADOR S.A. JLLECUADOR	181107
RASTREO TOTAL (RASTOTAL) S.A.	62260
TRANSPARTCAR S.A.	166685
AGROPECUARIA TROYA AGPTROYA CIA.LTDA.	706203
AGROPROEC S.A.	322474
METREXLAB EQUIPOS TECNICOS Y SERVICIO ESPECIALIZADO CIA. LTDA.	151941
EHLA ASESORA S.A.	169079
URSAF CONSTRUCTORA CIA.LTDA.	315303
CONEXIONES Y SOLUCIONES DE LAS COSAS CONECT CONSULNECT S.A.	315750
BITROLAB S.A.	725180
ADUANOR-SERVICE CIA.LTDA.	709106
INSUCOM INGENIERIA SUMINISTROS CONSTRUCCION Y MANTENIMIENTO CIA. LTDA.	50184
SOLANOPARKING S.A.	716260
OXY SUPPLY COMPANY S.A. OXYECUADOR	119901
FABRICAL CIA. LTDA.	17968
I.MA.I. INGENIERIA DE MANTENIMIENTO INTEGRAL S.A.	135086
FINANSERVY C.A.	718958
SAFEGUARD CIA. LTDA.	85824
CONSULTORES TECNOLÓGICOS Y DESARROLLO EMPRESARIAL TECNOCOTEDEM S.A.S.	179013
SERVICIO DE LIMPIEZA MALO PIEDRA CIA. LTDA.	33968
TRANSPORTE COMERCIAL MIXTO ''SAN JACINTO'' TRANSSANJACINTOTSJ S.A.	707032
ECOLARVAS S.A.	722591
BOCA RATON GLOBAL CLINICA RESEARCH BOGLORE S.A.	141439
ACR EQUIMEDIC EQUIPOS MEDICOS, RESPUESTOS Y SERVICIO TECNICO ACREQUIMEDIC S.A.	305513
COMPAÑIA DE CARGA PESADA TKUS FLORES S. A.	182447
LIBRERIAS AMERICA LIBREAMERICA S.A.	164523
FABRICA MIXTURA FAMIX CIA.LTDA.	709451
RIDEYCA S.A.	108302
CONTEPARTES S.A.	721187
GLOGISOLUTION C.L.	313395
VORFALLEN S.A.	136790
BELAXA CIA.LTDA.	182601
RESASAURANT S.A.	719363
CONSTRUCTORA CIVIL PALTASJ&M CIA.LTDA.	722235
CONSTRUCTORA ORELLANA CONSTRUYE&CCOC S.A.	721873
INGENIERIA, SERVICIO TECNICO Y COMERCIALIZACION S.A. ''INSERVICOM''	61896
DISTRIBUIDORA WILLIAMS OÑATE C. LTDA.	134650
RUBBERACTION CIA. LTDA.	170219
COMPAÑIA DE TRANSPORTE PESADO BAAGTRUCKS S.A.	148703
RADIODIFUSORA TRAFALGAR DEL ECUADOR S.A.	74741
RODRIGUEZ MORENO COMERCIO Y SERVICIOS CIA. LTDA.	12301
BUSINESS TO WORLD COMMUNICATION BTW S.A.S.	736077
GAFMA CIA. LTDA.	600147
SU GASOLINERA LUBRIAUTO C LTDA	16529
COMPAÑIA DE TRANSPORTE PESADO TRANSCAIZA S.A.	172984
EDIFICIOS EDIDESA SA	45647
CORPORACIÓN EDUCATIVA Y ESTRATÉGICA DELLIZTRUZ LUIGIGAL CIA.LTDA.	316746
IMPORTADORA Y COMERCIALIZADORA EL ORIENTE IC&ELORIENTE S.A.	719375
CONSTRUCTORA CVF-VIFARCO CIA.LTDA.	703410
COMPAÑIA DE TRANSPORTE MIXTO TRANSRIOCOCA S.A.	701065
MYKNOWNATTIC CONSTRUCTORA SOCIEDAD ANONIMA	49611
A&P ASFALTOSYPAVIMENTOS CONSTRUCTORA CIA.LTDA.	301449
ENTRENAMIENTO DEPORTIVO TRIKAWSAY CIA. LTDA.	179521
TECHART CIA. LTDA.	87730
TRANSPORTES DE CARGA PESADA BONILLA & CEVALLOS ULTRARAP S.A.	724156
DISPROTEC S.A.	161654
UP-PRODUCCIONES TRADE-EVENTOS CIA.LTDA.	716300
SERVICIOS-MÉDICOS-PAZNAR CIA.LTDA.	718997
ILAB S.A.	722582
COMERCIALIZADORA AGRICOLA PRODUCTIVA & ASOCIADOS PRODUCTIVACORP S.A.	305793
TEODORO-ORDOÑEZ-IDROVO CIA.LTDA.	726089
LATAM ACCOUNTING FIRM LAFSA S.A.	115707
PORTERHOME S.A.S.	728589
COMERCIALIZADORA NEW EARTH LIFE SCIENCES ECUADOR NEWEARTH S.A.	715827
INVERSIONES PUCON PUCONINVEST CIA.LTDA.	310663
IMPERIUMRESTAURANT S.A.S.	730210
COMERCIALIZADORA MIFRASUAL CIA. LTDA.	163253
MEDICALVIP CIA.LTDA.	315895
TABABELA AIRPORT SERVICES TABAIRPORT S.A.	146587
INNOVAMED-DEL-ECUADOR S.A.	709443
SERVICIOS EXEQUIALES ''PARQUES RECORDATORIOS ECUADOR'' SERPREQ S.A.	307393
ASICOMECUADOR S.A.	136735
ARTCONTINENTAL S.A.	62146
TRANSPORTES CHACON VELASQUEZ TRANSPANAMERICANOS CIA.LTDA.	717594
FERRO - ACEROS ''FRANJED'' CIA.LTDA.	700975
ALGODON Y MODA ALGOMODA SA	46768
NUTRAMEDIX LABORATORIOS DEL ECUADOR S.A.	102781
SERVICIOS, BIENES Y ASESORÍAS SERVOIL S.A.S.	739980
ECOTRIB CIA.LTDA.	315860
RUNAWAY S.A.	128779
ZILENT TECHNOLOGIES (ZITECH) S.A.	181550
BALAOMAR S.A.	106045
INMOBILIARIA MARIA PAULA, MIAPU S.A.	130845
SMART CONSTRUCTIONS SMARTCONS S.A.	313351
LA ESTACION SUMINISTROS PARA CAMARON ESPC CIA.LTDA.	713985
CAMPO VERDE AMBIENTE FREE CAMVERFREE S.A.S.	739907
TECNICENTROLEONELA 1 S.A.	325248
SEGURIDAD TECNOLÓGICA Y SERVICIOS SEYTON CIA. LTDA.	179095
GRANMOTORS S.A.	320783
COMPAÑIA DE SEGURIDAD PRIVADA ESPARZASEG CIA. LTDA.	142597
ASEGBROK AGENCIA ASESORA PRODUCTORA DE SEGUROS S.A.	601205
ECUDORVEN CIA.LTDA.	726427
TECNICOMFORT S.A.	725293
GLOBALROMINGENIERIA CORPORACION SKYROM SOLUTIONS S.A.	308245
ANDIER ALL TRAVEL REPRESENTACIONES MAYORISTAS DE TURISMO CIA. LTDA	173829
MEJARVA S.A.	317751
SONRIE CON SALUD SONRICONSA S.A.	313750
TONVILCOR FREIGHT CORPORATION TONVILCORP S.A.	721338
TESTEK DE ECUADOR S.A.	165188
LOGISTICA Y TRANSPORTE PLUSTRUCKING S.A.	714640
TRANSCARLIT & ASOCIADOS TRANSCARLIT&ASOCIADOS S.A.	718459
ABYSMO GODS FLUYDS BREWERY BREWCO CIA.LTDA.	703200
EMPRESA DE PROTECCION Y SEGURIDAD PROTELBRASIL CIA.LTDA.	180217
FABRICA LA MACIA CIA. LTDA.	54148
PCLINK S.A.	131467
MAXGRYN S. A. MAXGRYNSA	179850
ECUABARE S.A.	152910
COMPONENTES DE ECUADOR COMPOECUA S.A.	147333
RUZVENS S.A.	152923
SEGURIDAD INDUSTRIAL COMERCIAL Y RESIDENCIAL SANQUEBA CIA. LTDA.	29186
RIVOLTELLA S.A.	174709
GIFT VIAJES TRAVEL S.A.	166822
COMPAÑIA DE TRANSPORTE DE CARGA PESADA MEGALOGERT S.A.	320660
ARPATEL S.A.	323631
ORGANICCROPS S.A.	723796
PLANETAGREEN S.A.	166005
SYSNOVELLTEL S.A.	95194
MEAT MARKETER CLJ S.A.S.	735292
SOLUCIONES INTEGRALES MONCESI CIA. LTDA.	144808
CONSULTORA ADVICONT CONSULT-ADVICONT CIA.LTDA.	717812
BENCAL S.A.	57675
FARODAD S.A.	176297
COMPAÑIA DE TRANSPORTE MIXTO SANBRANDON S.A.	709248
VERANERA CIA LTDA	23185
GESTFIN S.A.S.	729184
INDUSTRIA NACIONAL DE RETROVISORES Y CROMADOS S.A. INARECROM	36005
TRANSPORTE DE CARGA ECUADOR TRANSPESEC S.A.	137786
LABORATORIOSRUEDA S.A.S.	736694
AGRICOLA TANLAHUA S.A	94999
COMPAÑIA DE SEGURIDAD INDUSTRIAL-CARSAGUE S.A.	700677
PLAMIXSA S.A.	29836
MULTIMEDIA BU-SENSOR S.A.	701346
JONEZER ENTERPRISEGROUP CIA.LTDA.	319481
DULCE PLANETA S.A. DULCEPLANET	128449
ORELLANATRUCK S.A.	720440
GODOY ACEITE Y ENERGIA GOACEN CIA. LTDA.	140654
VELETAPUBLICIDAD S.A.	300868
TRANSPORTES LOGIS-TRANS FERCAB S.A.	705790
COMPAÑIA DE TRANSPORTE CLANIBRICA BRICAFLY S.A.	707899
TUTOBIENES S.A.	124007
HOUSTON INTERNATIONAL EQUIPMENT DEL ECUADOR S.A.	162114
CONSTRUVILLALTA CIA. LTDA.	164683
PROVETIENDAS S.A.	156874
PLASTIMALLA CIA. LTDA	89259
APLICADORES DE SELLOS Y PRECINTOS DEL ECUADOR ASPESEALS S.A.	116168
5 STAR ENGINEERING COMPANY 5STARCOMSA S.A.	311817
TRENZADOS TEXTILES TRENZATEX CIA. LTDA.	161690
SERVICIOS DE VERIFICACION AGRICOLA VERIBANZAMAR S.A.	309799
INDUSTRIALIZADORA DE MADERAS SA	2702
GIBE S.A.	83206
ALGAS DE LOS ANDES ALGANDES S.A.	151083
OTTOFILMS CIA.LTDA.	722491
AGRICOLA DE SERVICIOS GLOBALES AGRISERGLOBAL S.A.	704276
AVEPROYECTA S.A.	175307
DEPRODEC S.A. DESARROLLO DE PROYECTOS DEL ECUADOR	168640
TRANSPORTE M&A TRANSPORTE&EMANUEL TRANSPORTE&MUSO S.A.	308783
VEINTICUATROSIETE S.A.	316148
FREVINCO FUERZA DE REACCION, VIGILANCIA INDUSTRIAL Y COMERCIAL CIA. LTDA.	88894
MELQUISEDEC S.A.	125369
MATHROMI S.A.	313647
INMOBILIARIA PIEDAD ELENA PIEDELENA S.A.	28069
NOBOA ENRIQUEZ AUTO 87 CIA. LTDA.	50369
MOCASTROCORP S.A.	142106
LGTRADING IMPORTACIONES Y EXPORTACIONES CIA. LTDA.	137026
MADINVERS S.A.	133346
VALLEJO & TORO CIA. LTDA.	163976
CLAN180 CIA.LTDA.	182372
SUMINISTROS INDUSTRIALES ANDRADE - BOWEN CIA. LTDA. SUMIAB	117831
IMPERPLASSOL SOLUCIONES IMPERMEABILIZANTES CIA.LTDA.	318070
PALCOMM S.A.	158000
TAMETEL S.A.	134570
WIN & DOORS Y ACABADOS S.A.	160414
TRUPAK STUDIOS S.A.S.	733308
AINHOA S.A.	723066
SEYSU S.A.	108654
PESCAFRESH S.A.	131665
PUBLIMAT S.A.	721657
COMPAÑIA DE TRANSPORTE PESADO CARRIEL S.A. PESACARRISA	171482
AMATXU MARIA LUISA CIA. LTDA.	95871
B.P.O. ASESORES EMPRESARIALES S.A.	84416
INMOBILIARIA SAN VICENTE ISV CIA.LTDA.	306174
PRO - ADITIVOS AQUA PROAQUA S.A.	182858
IMPORTADORA QUIMI PIEL ALDNU CIA.LTDA.	703825
MATOLI S.A.	143614
FARMACIAS MORENO CEDEÑO FARMOCED S.A.	726580
CONSTRUCCION DISEÑO Y ESTUDIOS DE INGENIERIA CODYESTI S.A.	170145
DIADURI CIA.LTDA.	733567
REFRIGERACION INDUSTRIAL ROJAS CEPERO HNOS. S.A.	51383
AGENCIA DE VIAJES MAILYS TRAVEL MALDONADOTRAVEL CIA.LTDA.	723913
TAXHOLDER CIA. LTDA.	134038
PREDIAL E INVERSIONISTA BOYACA SA	4731
BAR RESTAURANT MARGARITASPARC S.A.	712271
ULTIMATE SECURITY COMPANY C.L.	723530
HORMIPAX S.A.S.	730788
TRANSPORTE GALO CORONEL S.A. TRANSGALCOR	141384
DISELCOMPA S.A.S.	735928
INMOBILIARIA JARVAL JARRIN&VALVERDE CONSTRUCTORA CIA.LTDA.	301526
LEARNER-PHARMA S.A.	312548
EXPORAQUA S.A.	171207
FLAMASEG CIA. LTDA.	600774
CIA. DE TRANSPORTE Y COMERCIALIZACION DE BOMBONAS DE GAS LICUADO DE PETROLEO S.A. COMTYGAS	170832
CONSTRUCCIONES PINTO-CARRERA S.A.	717371
CESPAZMED CIA. LTDA.	171469
INVESTANDINA S.A.	117342
RECOMBINANT BUSINESS SOLUTIONS S.A.S.	323392
BOTTLINGPLAS S. A.	97572
LABORATORIOS ARALCOHOL CIA.LTDA.	317660
CAYAMBEVISION S.A.	702850
LEYCOM GESTION ENERGETICA C.A.	151378
EXPORTACIONES & IMPORTACIONES FRUTIEXPORTECU CIA.LTDA.	739546
BARENVO S.A.	137005
MASTERSEG CIA. LTDA.	62060
FABRICIO TOSCANO LARA C.A. IFTL OVERHAULIN	144229
EMCOMEDICAL ELECTRONICA MEDICA Y CONTROL CIA. LTDA.	146302
TPGM TORRES PEÑA GOLDEN MOTORS CIA.LTDA.	10284
EXAPRINT CIA. LTDA.	33197
LABCLIMED S.A.	307989
IMPOVIGO CIA.LTDA.	730244
LKEC-PROMOTORA S.A.	308406
IMREULASA S.A.	168650
DIFAE-GROUP C.L.	320871
ARCOS MALDONADO RON ODONTOLOGOS ASOCIADOS CIA. LTDA.	158067
 ASEFICA S.A.	600096
ECUASPIRADORAS COMPANY CIA. LTDA.	137108
HORMIGONES Y CONCRETOS ESTAMPADOS DEL ECUADOR ECUAESTAMP S.A.	307574
TRANSPORTADORES DE CEMENTO Y MERCADERIA, TRANSCEMER S.A.	36193
MAQUIAMORES S.A.	316597
SEQUIDAD CIA. LTDA.	600674
SUBCONTRATACION DE TRANSPORTE DE CARGA LOGISTICA SUBCONTRERAS S.A.	303498
TOPHANDLING ECUADOR S.A.	726122
UNIVERPLUS S.A.	134063
SERVICIOS TELECOMUNICACIONES Y ELECTRICOS KGK S.A.	715442
COMPAÑIA DE TRANSPORTE DE CARGA PESADA COMPROMISO SEGURO COMPROSEG S.A.	161856
PLANYCONST S.A.	61854
GRUPO SOTO HURTADO CIA. LTDA.	87196
LABORATORIO DE PRODUCTOS NATURALES HERBAVITAL CIA. LTDA.	61810
MOTY CAR S.A.S.	729371
CCORIX-URBAN COLLECTION CIA.LTDA.	720792
COMPAÑIA DE TRANSPORTE PESADO GRANDA PALACIOS CIA. LTDA.	63056
ATOMKA S.A.	175311
ECUTRAN S.A.	171322
NHADASOFT S.A.S.	324375
CREMASODA S.A.	135991
SAROSPHARMA CIA.LTDA.	700404
CONSEES CIA. LTDA. CONSULTORES ESPIN ESPARZA	111544
HIPERGESTION S.A.	60348
BCGBUSINESS CONSULTING GROUP DEL ECUADOR CIA. LTDA.	87738
ASMILSA S.A.	143964
J.G.B. REPRESENTACIONES S.A.	82957
VALUESERVICE S.A.	171486
ANIMAL SERVICES SERVICIOS VETERINARIOS ANIMALSERVICES S.A.	317461
CELMOST - VIVIR CENTRO DE LABORATORIO MAMOGRAFIA Y OSTEOPOROSIS CIA. LTDA.	93895
REYSOLUTIONWASH S.A.	705439
COMREP SERVICIOS ASOCIADOS S.A.	145570
COMPAÑIA DE TRANSPORTE PESADO LA CONCORDIA MULTITRANSCORD S.A.	153753
EQUUSRAZO S. A.	100452
OCEAN FREIGHT AND LOGISTICS OCEANF&L CIA.LTDA.	312968
MUNDO VERDE MUV CIA .LTDA.	124424
CITOTUSA SOCIEDAD ANONIMA	7732
TRANSACCIONES Y TECNOLOGIA TRANSTEC S.A.	93569
SOLUCIONES DE INGENIERIA ELECTRICA Y TELECOMUNICACIONES SIELECTEL S.A.	702308
ELITEEMPRESARIAL CIA.LTDA.	312477
DIURCONTSA S.A.	171906
PROTECCION Y SEGURIDAD INTEGRAL PROSEGURPG COMPAÑIA DE PRESTACION DE SERVICIOS DE SEGURIDAD PRIVADA CIA.LTDA.	306527
GREENTRONICS ECUADOR ESPECIALISTAS DE CENTROS DE DATOS GREENTRONICSSA S.A.	302312
TRANSFAGI CIA. LTDA	172403
COLEGIO REPUBLICA DE FRANCIA COMPANIA LIMITADA	3698
ACEROS DURAN ACEROSDU S.A.	315296
TRANSECUAZAR TRANSPORTES COMERCIALES PESADOS ESPECIALIZADOS S.A.	170295
SUMSERVIFLEX S.A.	737863
KYROZ S.A.	712654
CSPROYECTOS INMOBILIARIOS S.A.S.	733916
SERVIHELADOS SA	42441
GRIPE COMUNICACION INTEGRAS S.A. GRIPCOINTE	170550
CONSTRUKIGAL S.A.	136044
CONSULTING ADVICE CONSULTING&ADVICECORP CIA.LTDA.	317080
FIBRATOTAL S.A. (FIBRATO)	129203
OPERADORA DE TRANSPORTE PESADO OPERSPECIALITY S.A.	167231
CONSTRURBE C. LTDA.	175377
F & F COMPUTERS S. A.	63655
TRACTOMEGA CIA. LTDA.	160473
PRODUELITE S.A.	142052
TRANSPORTES PESADOS FUERZA DELTA S.A. TRANSPEDELSA	154796
MAQUILOTRANS MAQUINARIAS LOGISTICA Y TRANSPORTE C.A.	147221
LEPEA SISTEMAS INFORMATICOS DEL ECUADOR S.A.	61427
INMOBILIARIA SAN ANDRES S.A. INSANDRESA	141098
IHCI S.A.	719672
INVERIDEAS S.A.	36829
INMOBILIARIA COLUMBIA SA	3011
CORPORACION INMOBILIARIA DE LA COSTA CORPCOSTA S.A.	96174
INMOBUDAPEST S.A.	29831
INDUSTRIAL INMOBILIARIA EDOLGA SA	9334
TRANSTECHCARGO S.A.	174708
INDUSTRIA REPOSTERA D'MOUSSE CIA. LTDA.	171319
INGEDELSA S.A.	133857
ALL-STOCK S.A.S.	733067
PRODESALAB S.A.	721841
COMERCIALIZADORA DE REPUESTOS AUTOMOTRIZ TOYOMAZZ S.A.	312858
COMPAÑIA AUDITORA ARISTEA ARISAUDITCOMP CIA.LTDA.	300561
COMERCIALIZADORA VISUAL TECHNOLOGY VISTECHSA S.A.	713974
HOMECLEAN C.A.	310834
CORPORACIÓN GRAN COLOMBIANO CORPGC CIA.LTDA.	725572
NAUTISA S.A.	98530
COMPAÑIA DE TRANSPORTE DE CARGA PESADA COMTRANSFIPAR S.A.	307949
MONTIMEDICAL S.A.	725148
GRUVEZA S.A.	323876
PROYECTOS INTELIGENTES CONSULTORES COMMERCIALLAW CIA.LTDA.	716182
TELBRIO S.A.	315628
PAIN MANAGEMENT AND MEDICAL SOLUTIONS PMMS CIA.LTDA.	726148
COMERCIALIZADORA ZONA MOVIL UNIVERSALCELL S.A.	702962
MAUJARQUI CIA.LTDA.	714672
COMERCIAL GALLARDO CARCELEN MOTORIZANDO S.A.	309078
ASESORIA CONTABLE TRIBUTARIA,Y OUTSOURCING RAMIREZ GLORIA SERVIASECONT CIA.LTDA.	308222
MEDICAFILM CIA.LTDA.	321793
COMERCIALIZADORA FAMILYHOME CIA.LTDA.	721003
CORPOILALO S.A.	137255
ECOSERVIPLAST S.A.	724714
MEG INDUSTRIES & COMMERCE MEGCOMERSA S.A.	719140
AVICOLA VALENTINA S.A. AVIVALENSA	146964
ASESORIA Y SERVICIOS GERENCIALES DE NEGOCIOS S.A. (ASGN)	135475
INTERNATIONAL APPAREL LALANCORD, LALANCORDSA S.A.	734701
RABASCALL REAL STATE AND INVESTMENTS CIA. LTDA. RABASCALINVEST	172002
VILUISA S.A.	166266
EXPEZMAR S.A.	315363
CAMINATAEC TOURS S. A.	181360
AGRICOLA LAS VILLAS S.A.	5515
GRUASCABRERA S.A.	710100
PUMPKI SWEET CIA. LTDA.	161206
QUITO CLEAN TECHNOLOGY QCT CIA. LTDA	90514
NAVILEXPRESS S.A.	121897
INPHONE S.A.	705566
BUENO CASTILLO & DAVALOS CIA. LTDA. AGENCIA ASESORA PRODUC	601213
REFODUN S.A	171300
COSTASEGURO S.A.	600939
GENERACIÓN SOLAR MANABITA S.A. ENERSOL	145626
SAYO S.A.	600178
RINMED S.A.	707668
CUCHI SUCO S.A.S.	731478
RED LION & FERNANDO RE&SA S.A.	709297
AVASTPLUS S.A.	139560
PINTUEC S.A.	719685
TROLIBIT S.A.	122989
J.G. HYDRAULIC HYDRAULICOM S.A.	728214
CASA HOGAR COPITOS DE NIEVE LTDA. CAHOCONIE CIA.LTDA.	312907
LEGAB ESTUDIO JURIDICO S.A.	727467
ASSIDERE BUFETE DE ABOGADOS C.LTDA.	315819
INTERCAMBIO Y CREDITO S.A. INTERAGRICOLA	103149
AGRICOLA LA ANTONIA C.A.	45086
UNIDAD EDUCATIVA PARTICULAR GRAN BRETAÑA S.A. GREATBRITAIN	134649
INTELLIGENT SOLUTIONS MACHINING - INSOLMACH S.A.	170217
EDISOFT DESARROLLO DE SISTEMAS CIA. LTDA.	154806
MAKIACONTENIDOS S.A.	301281
PALMAVALL CIA. LTDA.	92764
SANDOVAL BUILDING DESING & CONSTRUCTION SBDC CIA.LTDA.	305535
AQUATTROPRINT CIA. LTDA.	163718
SOSACORP S.A.	124729
SISTEMVIP S.A.	118331
OXALIS S.A.	164774
COMPAÑIA DE TRANSPORTES PESADOS YUCAILLA S.A.	179113
SILCOEL SATELITAL CIA.LTDA.	310166
GEOVIAL CONSULTORES NACIONALES C LTDA	12524
CONSTRULOAIZA S.A.S.	740066
WORLDTRUST C.A.	302079
SERVICIO CLUB CIA. ANONIMA SERVICLUB	110397
LIVECOMUNICACION CIA.LTDA.	317026
DREINCO C LTDA	17194
DIFAL S.A.	37093
LUXDANETWORK S.A.	146539
XANAR LABORATORIOS S.A.S.	729718
COMPAÑÍA DE CARGA PESADA EVOLUTRANS S.A.	36498
AGENCIA AFIANZADORA DE ADUANAS MERCOMERASIN CIA. LTDA.	53883
COMPAÑIA DE SEGURIDAD, SISTEMAS DIGITALES Y MONITOREO SEDYM CIA. LTDA.	155395
DIRCYCLES CIA. LTDA.	160610
JAZZTRANS S.A.	174511
CONSULTORES EN TECNOLOGIA DE INFORMACION S.A. C.E.T.I.C.	177549
FPJ CIA.LTDA.	708152
STDRIVE DEL ECUADOR S.A.	159300
CREDERE AYA SERVICIOS MÉDICOS CREDEREAYA S.A.	317458
MINI URBAN STYLE - MINIUS S.A.	712616
PLUSGRUTEL S.A.	61031
QUALYMCA AGRO CIA. LTDA.	170923
PICAVAL-INVESTMENT S.A.	315287
NOAH CONSTRUCTORES S.A.S.	730976
IMPCAMBUS S.A.	712690
ZIONINMOBILIARIA CIA.LTDA.	309144
CIMABUSINESS CIA.LTDA.	165498
TELEDIGITAL S.A.S.	325949
ASESORIA LEGAL CORPORATIVA S.A. ASLEGAL	130122
JAULASVIDA S.A.	713685
COMPANIA DE TRANSPORTE LA SALLE COMTRASALLE S.A.	85412
FOLKLORE OLGA FISCH C LTDA	14121
GARCIA & GARCIA AGENTES DE ADUANA GGAA CIA. LTDA.	171400
TECHNOSIGNATURE ECUADOR DE FACTURACION ELECTRONICA S. A.	179451
LABORATORIO DE INYECCION ELECTRONICA, GUAYAQUILJMC C. LTDA.	109320
ACUAMECK S.A.	719417
CODESTUDIOS S.A.S.	301219
ROYZAI - MUCHO LOTE CIA. LTDA. IMPORTACION Y EXPORTACION	130640
CADENA RADIAL PANAMERICANA LAPANA S.A.	174773
FINCARECRE S.A.	703564
FLOBESEGUROS S.A. AGENCIA ASESORA PRODUCTORA DE SEGUROS	600950
COMPUTING & COMMUNICATION SOLUTION CCS S.A.	94310
GRANDCORP S.A.S.	56422
BINEXPRO S.A.	53350
NULED C.L.	311006
TRIBIANI S.A.	126273
RAMON ESPERANZA E HIJOS RAMESHI S.A.	96054
PRESJOB SOCIEDAD ANÓNIMA	709477
AUTOMOTRIZ MOTORCHECK CIA. LTDA.	151762
LUXTRADE S.A.	325549
MOCHINO CAFFE & GELATO MOCAFFE CIA.LTDA.	182105
NEGOCIOS Y COMERCIO ELECTRONICA ASENECO S.A.	49663
RESFICOA CIA.LTDA.	736219
WESTGROUPCOOP S.A.	308416
LUZZETECORP S.A.	130849
AGRICOLA HERRERA VIZCAINO AGROHERVIZ CIA. LTDA.	170549
ADMINISTRADORA Y COMERCIALIZADORA DE BIENES Y PROPIEDADES NEURAL GP NGP C.A.	710826
ENJOY BAR RESTAURANT SUMINNI S.A.	725427
LAYANA Y ASOCIADOS AGENCIA ASES. PRO. DE SEGUROS CIA. LTDA	601233
TUBON Y CEVALLOS SISMECC CIA.LTDA.	183233
ANTONIO MALDONADO & ASOCIADOS CIA. LTDA.	152176
RAMINOPAR S.A.	149903
HORMISUELOS CIA. LTDA.	154905
HERRERA FRANCO ADVERTISING SERVICES & PUBLICITY CIA. LTDA.	143446
BRU-JERCOMP & KATHERCOMP S.A.	313851
TERANVAREA ABOGADOS CIA.LTDA.	309924
COMERCIALIZADORA CODISNA CIA. LTDA.	165837
TRANSPORTES VELEZ S.A. TRANSVELSA	64961
INTERNATIONAL SECURITY SOCIETY SOCIETYSEG CIA. LTDA.	87109
GESTRANSPOZO S.A.	726485
IMBYCSA INMOBILIARIA & MERCANTIL BYCSA	7292
ECOVASTI S. A.	175405
MACROTECHNICAL S.A.	320032
DABRAND CONSULTING CIA.LTDA.	315680
CONSTVILLASERV CIA. LTDA.	164796
SUMINISTROS ELECTRICOS JC SECEVER S.A	34541
CEDIBA & COMPANY S.A.	95968
SERVICIO DE TRANSPORTE Y MAQUINARIA HNOS. INTRIAGO SETRAMAHI S.A.	36855
CORPORACION GLOBAL DE BELLEZA Y BIENESTAR CGBB CIA.LTDA.	708311
CONSTRUCTORA R&B CONSTRUCREIBU S.A.	723473
DISTRIBUIDORA ALAVA S.A. DISTRIALAVA	121484
NEXUS SOLUCIONES LOGISTICAS NSL CIA. LTDA.	148058
ORDOTRANS TRANSPORTE DE CARGA PESADA Y MUDANZAS S.A.	166676
RECICLAMETAL CIA. LTDA.	88532
